"행정구역별(읍면동)","연령별","항목","단위","2021 년","2022 년","2023 년","2024 년",
"당하동","60~64세","내국인_성비","","","","102.2","96",
"당하동","65~69세","총인구(명)","","","","1330","1481",
"당하동","65~69세","총인구_남자(명)","","","","639","722",
"당하동","65~69세","총인구_여자(명)","","","","691","759",
"당하동","65~69세","총인구_성비","","","","92.5","95.1",
"당하동","65~69세","내국인(명)","","","","1304","1449",
"당하동","65~69세","내국인_남자(명)","","","","626","709",
"당하동","65~69세","내국인_여자(명)","","","","678","740",
"당하동","65~69세","내국인_성비","","","","92.3","95.8",
"당하동","70~74세","총인구(명)","","","","772","878",
"당하동","70~74세","총인구_남자(명)","","","","335","389",
"당하동","70~74세","총인구_여자(명)","","","","437","489",
"당하동","70~74세","총인구_성비","","","","76.7","79.6",
"당하동","70~74세","내국인(명)","","","","758","865",
"당하동","70~74세","내국인_남자(명)","","","","333","386",
"당하동","70~74세","내국인_여자(명)","","","","425","479",
"당하동","70~74세","내국인_성비","","","","78.4","80.6",
"당하동","75~79세","총인구(명)","","","","524","583",
"당하동","75~79세","총인구_남자(명)","","","","236","255",
"당하동","75~79세","총인구_여자(명)","","","","288","328",
"당하동","75~79세","총인구_성비","","","","81.9","77.7",
"당하동","75~79세","내국인(명)","","","","519","577",
"당하동","75~79세","내국인_남자(명)","","","","235","254",
"당하동","75~79세","내국인_여자(명)","","","","284","323",
"당하동","75~79세","내국인_성비","","","","82.7","78.6",
"당하동","80~84세","총인구(명)","","","","380","379",
"당하동","80~84세","총인구_남자(명)","","","","144","145",
"당하동","80~84세","총인구_여자(명)","","","","236","234",
"당하동","80~84세","총인구_성비","","","","61","62",
"당하동","80~84세","내국인(명)","","","","376","375",
"당하동","80~84세","내국인_남자(명)","","","","143","144",
"당하동","80~84세","내국인_여자(명)","","","","233","231",
"당하동","80~84세","내국인_성비","","","","61.4","62.3",
"당하동","85~89세","총인구(명)","","","","179","184",
"당하동","85~89세","총인구_남자(명)","","","","61","68",
"당하동","85~89세","총인구_여자(명)","","","","118","116",
"당하동","85~89세","총인구_성비","","","","51.7","58.6",
"당하동","85~89세","내국인(명)","","","","178","181",
"당하동","85~89세","내국인_남자(명)","","","","61","68",
"당하동","85~89세","내국인_여자(명)","","","","117","113",
"당하동","85~89세","내국인_성비","","","","52.1","60.2",
"당하동","90~94세","총인구(명)","","","","68","68",
"당하동","90~94세","총인구_남자(명)","","","","23","17",
"당하동","90~94세","총인구_여자(명)","","","","45","51",
"당하동","90~94세","총인구_성비","","","","51.1","33.3",
"당하동","90~94세","내국인(명)","","","","68","67",
"당하동","90~94세","내국인_남자(명)","","","","23","17",
"당하동","90~94세","내국인_여자(명)","","","","45","50",
"당하동","90~94세","내국인_성비","","","","51.1","34",
"당하동","95~99세","총인구(명)","","","","8","13",
"당하동","95~99세","총인구_남자(명)","","","","X","5",
"당하동","95~99세","총인구_여자(명)","","","","6","8",
"당하동","95~99세","총인구_성비","","","","33.3","62.5",
"당하동","95~99세","내국인(명)","","","","8","13",
"당하동","95~99세","내국인_남자(명)","","","","X","5",
"당하동","95~99세","내국인_여자(명)","","","","6","8",
"당하동","95~99세","내국인_성비","","","","33.3","62.5",
"당하동","100세이상","총인구(명)","","","","X","X",
"당하동","100세이상","총인구_남자(명)","","","","X","X",
"당하동","100세이상","총인구_여자(명)","","","","X","X",
"당하동","100세이상","총인구_성비","","","","0","0",
"당하동","100세이상","내국인(명)","","","","X","X",
"당하동","100세이상","내국인_남자(명)","","","","X","X",
"당하동","100세이상","내국인_여자(명)","","","","X","X",
"당하동","100세이상","내국인_성비","","","","0","0",
"당하동","15세미만","총인구(명)","","","","3724","3475",
"당하동","15세미만","총인구_남자(명)","","","","1924","1808",
"당하동","15세미만","총인구_여자(명)","","","","1800","1667",
"당하동","15세미만","총인구_성비","","","","106.9","108.5",
"당하동","15세미만","내국인(명)","","","","3695","3448",
"당하동","15세미만","내국인_남자(명)","","","","1909","1795",
"당하동","15세미만","내국인_여자(명)","","","","1786","1653",
"당하동","15세미만","내국인_성비","","","","106.9","108.6",
"당하동","15~64세","총인구(명)","","","","20849","21047",
"당하동","15~64세","총인구_남자(명)","","","","10423","10493",
"당하동","15~64세","총인구_여자(명)","","","","10426","10554",
"당하동","15~64세","총인구_성비","","","","100","99.4",
"당하동","15~64세","내국인(명)","","","","20462","20610",
"당하동","15~64세","내국인_남자(명)","","","","10230","10276",
"당하동","15~64세","내국인_여자(명)","","","","10232","10334",
"당하동","15~64세","내국인_성비","","","","100","99.4",
"당하동","65세이상","총인구(명)","","","","3262","3588",
"당하동","65세이상","총인구_남자(명)","","","","1440","1601",
"당하동","65세이상","총인구_여자(명)","","","","1822","1987",
"당하동","65세이상","총인구_성비","","","","79","80.6",
"당하동","65세이상","내국인(명)","","","","3212","3529",
"당하동","65세이상","내국인_남자(명)","","","","1423","1583",
"당하동","65세이상","내국인_여자(명)","","","","1789","1946",
"당하동","65세이상","내국인_성비","","","","79.5","81.3",
"당하동","85세이상","총인구(명)","","","","256","267",
"당하동","85세이상","총인구_남자(명)","","","","86","90",
"당하동","85세이상","총인구_여자(명)","","","","170","177",
"당하동","85세이상","총인구_성비","","","","50.6","50.8",
"당하동","85세이상","내국인(명)","","","","255","263",
"당하동","85세이상","내국인_남자(명)","","","","86","90",
"당하동","85세이상","내국인_여자(명)","","","","169","173",
"당하동","85세이상","내국인_성비","","","","50.9","52",
"당하동","평균연령","총인구(명)","","","","41.1","42",
"당하동","평균연령","총인구_남자(명)","","","","40.4","41.1",
"당하동","평균연령","총인구_여자(명)","","","","41.9","42.9",
"당하동","평균연령","내국인(명)","","","","41.1","42",
"당하동","평균연령","내국인_남자(명)","","","","40.4","41.1",
"당하동","평균연령","내국인_여자(명)","","","","41.8","42.8",
"당하동","중위연령","총인구(명)","","","","42.5","43.5",
"당하동","중위연령","총인구_남자(명)","","","","41.9","42.7",
"당하동","중위연령","총인구_여자(명)","","","","43.2","44.3",
"당하동","중위연령","내국인(명)","","","","42.6","43.5",
"당하동","중위연령","내국인_남자(명)","","","","42","42.8",
"당하동","중위연령","내국인_여자(명)","","","","43.2","44.3",
"마전동","합계","총인구(명)","","","","21215","20968",
"마전동","합계","총인구_남자(명)","","","","10456","10360",
"마전동","합계","총인구_여자(명)","","","","10759","10608",
"마전동","합계","총인구_성비","","","","97.2","97.7",
"마전동","합계","내국인(명)","","","","20933","20614",
"마전동","합계","내국인_남자(명)","","","","10332","10201",
"마전동","합계","내국인_여자(명)","","","","10601","10413",
"마전동","합계","내국인_성비","","","","97.5","98",
"마전동","0~4세","총인구(명)","","","","561","493",
"마전동","0~4세","총인구_남자(명)","","","","294","255",
"마전동","0~4세","총인구_여자(명)","","","","267","238",
"마전동","0~4세","총인구_성비","","","","110.1","107.1",
"마전동","0~4세","내국인(명)","","","","557","488",
"마전동","0~4세","내국인_남자(명)","","","","292","252",
"마전동","0~4세","내국인_여자(명)","","","","265","236",
"마전동","0~4세","내국인_성비","","","","110.2","106.8",
"마전동","5~9세","총인구(명)","","","","926","799",
"마전동","5~9세","총인구_남자(명)","","","","486","404",
"마전동","5~9세","총인구_여자(명)","","","","440","395",
"마전동","5~9세","총인구_성비","","","","110.5","102.3",
"마전동","5~9세","내국인(명)","","","","925","793",
"마전동","5~9세","내국인_남자(명)","","","","485","400",
"마전동","5~9세","내국인_여자(명)","","","","440","393",
"마전동","5~9세","내국인_성비","","","","110.2","101.8",
"마전동","10~14세","총인구(명)","","","","1296","1217",
"마전동","10~14세","총인구_남자(명)","","","","672","629",
"마전동","10~14세","총인구_여자(명)","","","","624","588",
"마전동","10~14세","총인구_성비","","","","107.7","107",
"마전동","10~14세","내국인(명)","","","","1295","1211",
"마전동","10~14세","내국인_남자(명)","","","","672","627",
"마전동","10~14세","내국인_여자(명)","","","","623","584",
"마전동","10~14세","내국인_성비","","","","107.9","107.4",
"마전동","15~19세","총인구(명)","","","","1378","1344",
"마전동","15~19세","총인구_남자(명)","","","","685","685",
"마전동","15~19세","총인구_여자(명)","","","","693","659",
"마전동","15~19세","총인구_성비","","","","98.8","103.9",
"마전동","15~19세","내국인(명)","","","","1368","1335",
"마전동","15~19세","내국인_남자(명)","","","","682","682",
"마전동","15~19세","내국인_여자(명)","","","","686","653",
"마전동","15~19세","내국인_성비","","","","99.4","104.4",
"마전동","20~24세","총인구(명)","","","","1259","1278",
"마전동","20~24세","총인구_남자(명)","","","","615","632",
"마전동","20~24세","총인구_여자(명)","","","","644","646",
"마전동","20~24세","총인구_성비","","","","95.5","97.8",
"마전동","20~24세","내국인(명)","","","","1247","1268",
"마전동","20~24세","내국인_남자(명)","","","","612","628",
"마전동","20~24세","내국인_여자(명)","","","","635","640",
"마전동","20~24세","내국인_성비","","","","96.4","98.1",
"마전동","25~29세","총인구(명)","","","","1437","1446",
"마전동","25~29세","총인구_남자(명)","","","","696","728",
"마전동","25~29세","총인구_여자(명)","","","","741","718",
"마전동","25~29세","총인구_성비","","","","93.9","101.4",
"마전동","25~29세","내국인(명)","","","","1411","1420",
"마전동","25~29세","내국인_남자(명)","","","","683","719",
"마전동","25~29세","내국인_여자(명)","","","","728","701",
"마전동","25~29세","내국인_성비","","","","93.8","102.6",
"마전동","30~34세","총인구(명)","","","","1242","1244",
"마전동","30~34세","총인구_남자(명)","","","","631","645",
"마전동","30~34세","총인구_여자(명)","","","","611","599",
"마전동","30~34세","총인구_성비","","","","103.3","107.7",
"마전동","30~34세","내국인(명)","","","","1204","1198",
"마전동","30~34세","내국인_남자(명)","","","","617","622",
"마전동","30~34세","내국인_여자(명)","","","","587","576",
"마전동","30~34세","내국인_성비","","","","105.1","108",
"마전동","35~39세","총인구(명)","","","","1170","1131",
"마전동","35~39세","총인구_남자(명)","","","","569","552",
"마전동","35~39세","총인구_여자(명)","","","","601","579",
"마전동","35~39세","총인구_성비","","","","94.7","95.3",
"마전동","35~39세","내국인(명)","","","","1125","1080",
"마전동","35~39세","내국인_남자(명)","","","","544","526",
"마전동","35~39세","내국인_여자(명)","","","","581","554",
"마전동","35~39세","내국인_성비","","","","93.6","94.9",
"마전동","40~44세","총인구(명)","","","","1742","1616",
"마전동","40~44세","총인구_남자(명)","","","","841","792",
"마전동","40~44세","총인구_여자(명)","","","","901","824",
"마전동","40~44세","총인구_성비","","","","93.3","96.1",
"마전동","40~44세","내국인(명)","","","","1713","1571",
"마전동","40~44세","내국인_남자(명)","","","","830","771",
"마전동","40~44세","내국인_여자(명)","","","","883","800",
"마전동","40~44세","내국인_성비","","","","94","96.4",
"마전동","45~49세","총인구(명)","","","","2057","1907",
"마전동","45~49세","총인구_남자(명)","","","","1019","938",
"마전동","45~49세","총인구_여자(명)","","","","1038","969",
"마전동","45~49세","총인구_성비","","","","98.2","96.8",
"마전동","45~49세","내국인(명)","","","","2034","1882",
"마전동","45~49세","내국인_남자(명)","","","","1011","926",
"마전동","45~49세","내국인_여자(명)","","","","1023","956",
"마전동","45~49세","내국인_성비","","","","98.8","96.9",
"마전동","50~54세","총인구(명)","","","","2185","2210",
"마전동","50~54세","총인구_남자(명)","","","","1043","1063",
"마전동","50~54세","총인구_여자(명)","","","","1142","1147",
"마전동","50~54세","총인구_성비","","","","91.3","92.7",
"마전동","50~54세","내국인(명)","","","","2156","2168",
"마전동","50~54세","내국인_남자(명)","","","","1029","1049",
"마전동","50~54세","내국인_여자(명)","","","","1127","1119",
"마전동","50~54세","내국인_성비","","","","91.3","93.7",
"마전동","55~59세","총인구(명)","","","","1846","1942",
"마전동","55~59세","총인구_남자(명)","","","","968","990",
"마전동","55~59세","총인구_여자(명)","","","","878","952",
"마전동","55~59세","총인구_성비","","","","110.3","104",
"마전동","55~59세","내국인(명)","","","","1825","1913",
"마전동","55~59세","내국인_남자(명)","","","","957","976",
"마전동","55~59세","내국인_여자(명)","","","","868","937",
"마전동","55~59세","내국인_성비","","","","110.3","104.2",
"마전동","60~64세","총인구(명)","","","","1439","1494",
"마전동","60~64세","총인구_남자(명)","","","","741","770",
"마전동","60~64세","총인구_여자(명)","","","","698","724",
"마전동","60~64세","총인구_성비","","","","106.2","106.4",
"마전동","60~64세","내국인(명)","","","","1423","1480",
"마전동","60~64세","내국인_남자(명)","","","","733","762",
"마전동","60~64세","내국인_여자(명)","","","","690","718",
"마전동","60~64세","내국인_성비","","","","106.2","106.1",
"마전동","65~69세","총인구(명)","","","","982","1034",
"마전동","65~69세","총인구_남자(명)","","","","474","518",
"마전동","65~69세","총인구_여자(명)","","","","508","516",
"마전동","65~69세","총인구_성비","","","","93.3","100.4",
"마전동","65~69세","내국인(명)","","","","970","1015",
"마전동","65~69세","내국인_남자(명)","","","","471","512",
"마전동","65~69세","내국인_여자(명)","","","","499","503",
"마전동","65~69세","내국인_성비","","","","94.4","101.8",
"마전동","70~74세","총인구(명)","","","","674","688",
"마전동","70~74세","총인구_남자(명)","","","","312","300",
"마전동","70~74세","총인구_여자(명)","","","","362","388",
"마전동","70~74세","총인구_성비","","","","86.2","77.3",
"마전동","70~74세","내국인(명)","","","","666","680",
"마전동","70~74세","내국인_남자(명)","","","","310","297",
"마전동","70~74세","내국인_여자(명)","","","","356","383",
"마전동","70~74세","내국인_성비","","","","87.1","77.5",
"마전동","75~79세","총인구(명)","","","","452","499",
"마전동","75~79세","총인구_남자(명)","","","","219","239",
"마전동","75~79세","총인구_여자(명)","","","","233","260",
"마전동","75~79세","총인구_성비","","","","94","91.9",
"마전동","75~79세","내국인(명)","","","","449","491",
"마전동","75~79세","내국인_남자(명)","","","","216","235",
"마전동","75~79세","내국인_여자(명)","","","","233","256",
"마전동","75~79세","내국인_성비","","","","92.7","91.8",
"마전동","80~84세","총인구(명)","","","","309","344",
"마전동","80~84세","총인구_남자(명)","","","","130","148",
"마전동","80~84세","총인구_여자(명)","","","","179","196",
"마전동","80~84세","총인구_성비","","","","72.6","75.5",
"마전동","80~84세","내국인(명)","","","","305","340",
"마전동","80~84세","내국인_남자(명)","","","","127","146",
"마전동","80~84세","내국인_여자(명)","","","","178","194",
"마전동","80~84세","내국인_성비","","","","71.3","75.3",
"마전동","85~89세","총인구(명)","","","","159","184",
"마전동","85~89세","총인구_남자(명)","","","","46","55",
"마전동","85~89세","총인구_여자(명)","","","","113","129",
"마전동","85~89세","총인구_성비","","","","40.7","42.6",
"마전동","85~89세","내국인(명)","","","","159","183",
"마전동","85~89세","내국인_남자(명)","","","","46","54",
"마전동","85~89세","내국인_여자(명)","","","","113","129",
"마전동","85~89세","내국인_성비","","","","40.7","41.9",
"마전동","90~94세","총인구(명)","","","","72","71",
"마전동","90~94세","총인구_남자(명)","","","","12","14",
"마전동","90~94세","총인구_여자(명)","","","","60","57",
"마전동","90~94세","총인구_성비","","","","20","24.6",
"마전동","90~94세","내국인(명)","","","","72","71",
"마전동","90~94세","내국인_남자(명)","","","","12","14",
"마전동","90~94세","내국인_여자(명)","","","","60","57",
"마전동","90~94세","내국인_성비","","","","20","24.6",
"마전동","95~99세","총인구(명)","","","","27","18",
"마전동","95~99세","총인구_남자(명)","","","","X","X",
"마전동","95~99세","총인구_여자(명)","","","","24","16",
"마전동","95~99세","총인구_성비","","","","12.5","12.5",
"마전동","95~99세","내국인(명)","","","","27","18",
"마전동","95~99세","내국인_남자(명)","","","","X","X",
"마전동","95~99세","내국인_여자(명)","","","","24","16",
"마전동","95~99세","내국인_성비","","","","12.5","12.5",
"마전동","100세이상","총인구(명)","","","","X","9",
"마전동","100세이상","총인구_남자(명)","","","","X","X",
"마전동","100세이상","총인구_여자(명)","","","","X","8",
"마전동","100세이상","총인구_성비","","","","0","12.5",
"마전동","100세이상","내국인(명)","","","","X","9",
"마전동","100세이상","내국인_남자(명)","","","","X","X",
"마전동","100세이상","내국인_여자(명)","","","","X","8",
"마전동","100세이상","내국인_성비","","","","0","12.5",
"마전동","15세미만","총인구(명)","","","","2783","2509",
"마전동","15세미만","총인구_남자(명)","","","","1452","1288",
"마전동","15세미만","총인구_여자(명)","","","","1331","1221",
"마전동","15세미만","총인구_성비","","","","109.1","105.5",
"마전동","15세미만","내국인(명)","","","","2777","2492",
"마전동","15세미만","내국인_남자(명)","","","","1449","1279",
"마전동","15세미만","내국인_여자(명)","","","","1328","1213",
"마전동","15세미만","내국인_성비","","","","109.1","105.4",
"마전동","15~64세","총인구(명)","","","","15755","15612",
"마전동","15~64세","총인구_남자(명)","","","","7808","7795",
"마전동","15~64세","총인구_여자(명)","","","","7947","7817",
"마전동","15~64세","총인구_성비","","","","98.3","99.7",
"마전동","15~64세","내국인(명)","","","","15506","15315",
"마전동","15~64세","내국인_남자(명)","","","","7698","7661",
"마전동","15~64세","내국인_여자(명)","","","","7808","7654",
"마전동","15~64세","내국인_성비","","","","98.6","100.1",
"마전동","65세이상","총인구(명)","","","","2677","2847",
"마전동","65세이상","총인구_남자(명)","","","","1196","1277",
"마전동","65세이상","총인구_여자(명)","","","","1481","1570",
"마전동","65세이상","총인구_성비","","","","80.8","81.3",
"마전동","65세이상","내국인(명)","","","","2650","2807",
"마전동","65세이상","내국인_남자(명)","","","","1185","1261",
"마전동","65세이상","내국인_여자(명)","","","","1465","1546",
"마전동","65세이상","내국인_성비","","","","80.9","81.6",
"마전동","85세이상","총인구(명)","","","","260","282",
"마전동","85세이상","총인구_남자(명)","","","","61","72",
"마전동","85세이상","총인구_여자(명)","","","","199","210",
"마전동","85세이상","총인구_성비","","","","30.7","34.3",
"마전동","85세이상","내국인(명)","","","","260","281",
"마전동","85세이상","내국인_남자(명)","","","","61","71",
"마전동","85세이상","내국인_여자(명)","","","","199","210",
"마전동","85세이상","내국인_성비","","","","30.7","33.8",
"마전동","평균연령","총인구(명)","","","","41.6","42.4",
"마전동","평균연령","총인구_남자(명)","","","","40.9","41.7",
"마전동","평균연령","총인구_여자(명)","","","","42.2","43.1",
"마전동","평균연령","내국인(명)","","","","41.6","42.4",
"마전동","평균연령","내국인_남자(명)","","","","40.9","41.7",
"마전동","평균연령","내국인_여자(명)","","","","42.2","43.1",
"마전동","중위연령","총인구(명)","","","","43.9","44.8",
"마전동","중위연령","총인구_남자(명)","","","","43.5","44.3",
"마전동","중위연령","총인구_여자(명)","","","","44.3","45.3",
"마전동","중위연령","내국인(명)","","","","43.9","44.8",
"마전동","중위연령","내국인_남자(명)","","","","43.6","44.3",
"마전동","중위연령","내국인_여자(명)","","","","44.3","45.4",
"원당동","합계","총인구(명)","","","","22600","24476",
"원당동","합계","총인구_남자(명)","","","","11469","12386",
"원당동","합계","총인구_여자(명)","","","","11131","12090",
"원당동","합계","총인구_성비","","","","103","102.4",
"원당동","합계","내국인(명)","","","","22070","23995",
"원당동","합계","내국인_남자(명)","","","","11136","12115",
"원당동","합계","내국인_여자(명)","","","","10934","11880",
"원당동","합계","내국인_성비","","","","101.8","102",
"원당동","0~4세","총인구(명)","","","","654","957",
"원당동","0~4세","총인구_남자(명)","","","","334","493",
"원당동","0~4세","총인구_여자(명)","","","","320","464",
"원당동","0~4세","총인구_성비","","","","104.4","106.3",
"원당동","0~4세","내국인(명)","","","","640","945",
"원당동","0~4세","내국인_남자(명)","","","","329","489",
"원당동","0~4세","내국인_여자(명)","","","","311","456",
"원당동","0~4세","내국인_성비","","","","105.8","107.2",
"원당동","5~9세","총인구(명)","","","","1048","1082",
"원당동","5~9세","총인구_남자(명)","","","","544","558",
"원당동","5~9세","총인구_여자(명)","","","","504","524",
"원당동","5~9세","총인구_성비","","","","107.9","106.5",
"원당동","5~9세","내국인(명)","","","","1040","1073",
"원당동","5~9세","내국인_남자(명)","","","","541","555",
"원당동","5~9세","내국인_여자(명)","","","","499","518",
"원당동","5~9세","내국인_성비","","","","108.4","107.1",
"원당동","10~14세","총인구(명)","","","","1424","1393",
"원당동","10~14세","총인구_남자(명)","","","","723","730",
"원당동","10~14세","총인구_여자(명)","","","","701","663",
"원당동","10~14세","총인구_성비","","","","103.1","110.1",
"원당동","10~14세","내국인(명)","","","","1419","1388",
"원당동","10~14세","내국인_남자(명)","","","","721","728",
"원당동","10~14세","내국인_여자(명)","","","","698","660",
"원당동","10~14세","내국인_성비","","","","103.3","110.3",
"원당동","15~19세","총인구(명)","","","","1401","1393",
"원당동","15~19세","총인구_남자(명)","","","","738","740",
"원당동","15~19세","총인구_여자(명)","","","","663","653",
"원당동","15~19세","총인구_성비","","","","111.3","113.3",
"원당동","15~19세","내국인(명)","","","","1396","1386",
"원당동","15~19세","내국인_남자(명)","","","","736","739",
"원당동","15~19세","내국인_여자(명)","","","","660","647",
"원당동","15~19세","내국인_성비","","","","111.5","114.2",
"원당동","20~24세","총인구(명)","","","","1212","1189",
"원당동","20~24세","총인구_남자(명)","","","","664","636",
"원당동","20~24세","총인구_여자(명)","","","","548","553",
"원당동","20~24세","총인구_성비","","","","121.2","115",
"원당동","20~24세","내국인(명)","","","","1177","1162",
"원당동","20~24세","내국인_남자(명)","","","","637","618",
"원당동","20~24세","내국인_여자(명)","","","","540","544",
"원당동","20~24세","내국인_성비","","","","118","113.6",
"원당동","25~29세","총인구(명)","","","","1353","1397",
"원당동","25~29세","총인구_남자(명)","","","","713","696",
"원당동","25~29세","총인구_여자(명)","","","","640","701",
"원당동","25~29세","총인구_성비","","","","111.4","99.3",
"원당동","25~29세","내국인(명)","","","","1257","1334",
"원당동","25~29세","내국인_남자(명)","","","","639","649",
"원당동","25~29세","내국인_여자(명)","","","","618","685",
"원당동","25~29세","내국인_성비","","","","103.4","94.7",
"원당동","30~34세","총인구(명)","","","","1396","1827",
"원당동","30~34세","총인구_남자(명)","","","","711","899",
"원당동","30~34세","총인구_여자(명)","","","","685","928",
"원당동","30~34세","총인구_성비","","","","103.8","96.9",
"원당동","30~34세","내국인(명)","","","","1301","1756",
"원당동","30~34세","내국인_남자(명)","","","","644","856",
"원당동","30~34세","내국인_여자(명)","","","","657","900",
"원당동","30~34세","내국인_성비","","","","98","95.1",
"원당동","35~39세","총인구(명)","","","","1448","1883",
"원당동","35~39세","총인구_남자(명)","","","","774","1025",
"원당동","35~39세","총인구_여자(명)","","","","674","858",
"원당동","35~39세","총인구_성비","","","","114.8","119.5",
"원당동","35~39세","내국인(명)","","","","1367","1802",
"원당동","35~39세","내국인_남자(명)","","","","720","977",
"원당동","35~39세","내국인_여자(명)","","","","647","825",
"원당동","35~39세","내국인_성비","","","","111.3","118.4",
"원당동","40~44세","총인구(명)","","","","2194","2278",
"원당동","40~44세","총인구_남자(명)","","","","1098","1148",
"원당동","40~44세","총인구_여자(명)","","","","1096","1130",
"원당동","40~44세","총인구_성비","","","","100.2","101.6",
"원당동","40~44세","내국인(명)","","","","2139","2221",
"원당동","40~44세","내국인_남자(명)","","","","1058","1114",
"원당동","40~44세","내국인_여자(명)","","","","1081","1107",
"원당동","40~44세","내국인_성비","","","","97.9","100.6",
"원당동","45~49세","총인구(명)","","","","2386","2342",
"원당동","45~49세","총인구_남자(명)","","","","1188","1176",
"원당동","45~49세","총인구_여자(명)","","","","1198","1166",
"원당동","45~49세","총인구_성비","","","","99.2","100.9",
"원당동","45~49세","내국인(명)","","","","2352","2307",
"원당동","45~49세","내국인_남자(명)","","","","1171","1154",
"원당동","45~49세","내국인_여자(명)","","","","1181","1153",
"원당동","45~49세","내국인_성비","","","","99.2","100.1",
"원당동","50~54세","총인구(명)","","","","2447","2559",
"원당동","50~54세","총인구_남자(명)","","","","1302","1345",
"원당동","50~54세","총인구_여자(명)","","","","1145","1214",
"원당동","50~54세","총인구_성비","","","","113.7","110.8",
"원당동","50~54세","내국인(명)","","","","2418","2523",
"원당동","50~54세","내국인_남자(명)","","","","1290","1328",
"원당동","50~54세","내국인_여자(명)","","","","1128","1195",
"원당동","50~54세","내국인_성비","","","","114.4","111.1",
"원당동","55~59세","총인구(명)","","","","1635","1850",
"원당동","55~59세","총인구_남자(명)","","","","896","1005",
"원당동","55~59세","총인구_여자(명)","","","","739","845",
"원당동","55~59세","총인구_성비","","","","121.2","118.9",
"원당동","55~59세","내국인(명)","","","","1599","1819",
"원당동","55~59세","내국인_남자(명)","","","","879","990",
"원당동","55~59세","내국인_여자(명)","","","","720","829",
"원당동","55~59세","내국인_성비","","","","122.1","119.4",
"원당동","60~64세","총인구(명)","","","","1158","1215",
"원당동","60~64세","총인구_남자(명)","","","","612","658",
"원당동","60~64세","총인구_여자(명)","","","","546","557",
"원당동","60~64세","총인구_성비","","","","112.1","118.1",
"원당동","60~64세","내국인(명)","","","","1150","1196",
"원당동","60~64세","내국인_남자(명)","","","","607","650",
"원당동","60~64세","내국인_여자(명)","","","","543","546",
"원당동","60~64세","내국인_성비","","","","111.8","119",
"원당동","65~69세","총인구(명)","","","","917","999",
"원당동","65~69세","총인구_남자(명)","","","","413","444",
"원당동","65~69세","총인구_여자(명)","","","","504","555",
"원당동","65~69세","총인구_성비","","","","81.9","80",
"원당동","65~69세","내국인(명)","","","","903","986",
"원당동","65~69세","내국인_남자(명)","","","","409","439",
"원당동","65~69세","내국인_여자(명)","","","","494","547",
"원당동","65~69세","내국인_성비","","","","82.8","80.3",
"원당동","70~74세","총인구(명)","","","","650","696",
"원당동","70~74세","총인구_남자(명)","","","","290","310",
"원당동","70~74세","총인구_여자(명)","","","","360","386",
"원당동","70~74세","총인구_성비","","","","80.6","80.3",
"원당동","70~74세","내국인(명)","","","","641","688",
"원당동","70~74세","내국인_남자(명)","","","","287","308",
"원당동","70~74세","내국인_여자(명)","","","","354","380",
"원당동","70~74세","내국인_성비","","","","81.1","81.1",
"원당동","75~79세","총인구(명)","","","","532","552",
"원당동","75~79세","총인구_남자(명)","","","","228","245",
"원당동","75~79세","총인구_여자(명)","","","","304","307",
"원당동","75~79세","총인구_성비","","","","75","79.8",
"원당동","75~79세","내국인(명)","","","","527","549",
"원당동","75~79세","내국인_남자(명)","","","","227","244",
"원당동","75~79세","내국인_여자(명)","","","","300","305",
"원당동","75~79세","내국인_성비","","","","75.7","80",
"원당동","80~84세","총인구(명)","","","","364","397",
"원당동","80~84세","총인구_남자(명)","","","","156","153",
"원당동","80~84세","총인구_여자(명)","","","","208","244",
"원당동","80~84세","총인구_성비","","","","75","62.7",
"원당동","80~84세","내국인(명)","","","","364","393",
"원당동","80~84세","내국인_남자(명)","","","","156","152",
"원당동","80~84세","내국인_여자(명)","","","","208","241",
"원당동","80~84세","내국인_성비","","","","75","63.1",
"원당동","85~89세","총인구(명)","","","","247","302",
"원당동","85~89세","총인구_남자(명)","","","","65","93",
"원당동","85~89세","총인구_여자(명)","","","","182","209",
"원당동","85~89세","총인구_성비","","","","35.7","44.5",
"원당동","85~89세","내국인(명)","","","","246","302",
"원당동","85~89세","내국인_남자(명)","","","","65","93",
"원당동","85~89세","내국인_여자(명)","","","","181","209",
"원당동","85~89세","내국인_성비","","","","35.9","44.5",
"원당동","90~94세","총인구(명)","","","","97","118",
"원당동","90~94세","총인구_남자(명)","","","","15","28",
"원당동","90~94세","총인구_여자(명)","","","","82","90",
"원당동","90~94세","총인구_성비","","","","18.3","31.1",
"원당동","90~94세","내국인(명)","","","","97","118",
"원당동","90~94세","내국인_남자(명)","","","","15","28",
"원당동","90~94세","내국인_여자(명)","","","","82","90",
"원당동","90~94세","내국인_성비","","","","18.3","31.1",
"원당동","95~99세","총인구(명)","","","","31","38",
"원당동","95~99세","총인구_남자(명)","","","","X","X",
"원당동","95~99세","총인구_여자(명)","","","","28","36",
"원당동","95~99세","총인구_성비","","","","10.7","5.6",
"원당동","95~99세","내국인(명)","","","","31","38",
"원당동","95~99세","내국인_남자(명)","","","","X","X",
"원당동","95~99세","내국인_여자(명)","","","","28","36",
"원당동","95~99세","내국인_성비","","","","10.7","5.6",
"원당동","100세이상","총인구(명)","","","","6","9",
"원당동","100세이상","총인구_남자(명)","","","","X","X",
